date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:30	515670/515670	---M--	200	added ('OK')	image/png	etag:%227de56-60d26b57-cd69d951be8e05d5;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/popular8.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/popular8.png	(from https://askbootstrap.com/preview/swiggi/template2/trending.html)
21:03:32	347024/347024	---M--	200	added ('OK')	image/png	etag:%2254b90-60d26b56-9f776ced29571e4a;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/trending4.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/trending4.png	(from https://askbootstrap.com/preview/swiggi/template2/favorites.html)
21:03:32	347105/347105	---M--	200	added ('OK')	image/png	etag:%2254be1-60d26b56-47364b44129aa65b;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/trending7.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/trending7.png	(from https://askbootstrap.com/preview/swiggi/template2/favorites.html)
21:03:33	289999/289999	---M--	200	added ('OK')	image/png	etag:%2246ccf-60d26b56-7651df54c44a37e4;;;%22	https://askbootstrap.com/preview/swiggi/template2/img/trending8.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/trending8.png	(from https://askbootstrap.com/preview/swiggi/template2/favorites.html)
21:03:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Aug%202021%2015:33:33%20GMT	https://askbootstrap.com/preview/swiggi/template2/help.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/help.html	(from https://askbootstrap.com/preview/swiggi/template2/terms.html)
21:03:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Aug%202021%2015:33:34%20GMT	https://askbootstrap.com/preview/swiggi/template2/help.html	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/help.html	(from https://askbootstrap.com/preview/swiggi/template2/privacy.html)
21:03:37	70324/70324	---M-Z	200	added ('OK')	image/svg+xml	etag:%22112b4-60d26b56-a7d4635f2a690d27;gz%22	https://askbootstrap.com/preview/swiggi/template2/img/not-found.svg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/not-found.svg	(from https://askbootstrap.com/preview/swiggi/template2/not-found.html)
21:03:37	48199/48199	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bc47-60d26b57-aa98371c8eaf9fe6;gz%22	https://askbootstrap.com/preview/swiggi/template2/img/construction.svg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/construction.svg	(from https://askbootstrap.com/preview/swiggi/template2/maintence.html)
21:03:38	145388/145388	---M-Z	200	added ('OK')	image/svg+xml	etag:%22237ec-60d26b56-a30092816b5ce8aa;gz%22	https://askbootstrap.com/preview/swiggi/template2/img/coming-soon.svg	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/img/coming-soon.svg	(from https://askbootstrap.com/preview/swiggi/template2/coming-soon.html)
21:03:39	70857/70857	---M--	200	added ('OK')	image/png	etag:%22114c9-60d26b57-3355c7a00097ca7;;;%22	https://askbootstrap.com/preview/swiggi/template2/vendor/build/img/flags.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/build/img/flags.png	(from https://askbootstrap.com/preview/swiggi/template2/vendor/build/css/intlTelInput.css)
21:03:40	174369/174369	---M--	200	added ('OK')	image/png	etag:%222a921-60d26b57-83f2d4deb562755e;;;%22	https://askbootstrap.com/preview/swiggi/template2/vendor/build/img/flags@2x.png	C:/My%20Web%20Sites/swiggy-clonew/askbootstrap.com/preview/swiggi/template2/vendor/build/img/flags@2x.png	(from https://askbootstrap.com/preview/swiggi/template2/vendor/build/css/intlTelInput.css)
